SECTNO,CFRSubject,Original_sentence,Matched_Label,Matched_Text
14.201-7,Contract clauses.,"When contracting by sealed bidding, the contracting officer shall— (i) Insert the clause at 52.214-28, Subcontractor Certified Cost or Pricing Data—Modifications—Sealed Bidding, in solicitations and contracts if the contract amount is expected to exceed the threshold for submission of certified cost or pricing data at 15.403-4(a)(1); or (ii) Upon request of a contractor in connection with a prime contract entered into before July 1, 2018, the contracting officer shall modify the contract without requiring consideration to replace clause 52.214-28, Subcontractor Certified Cost or Pricing Data—Modifications—Sealed Bidding, with its Alternate I. (2) In exceptional cases, the head of the contracting activity may waive the requirement for inclusion of the clause in a contract with a foreign government or agency of that government.",permissions_noun_pron_deontic_verb,activity may waive
14.201-8,Price-related factors.,(c) Advantages or disadvantages to the Government that might result from making more than one award (see 14.201-6(q)).,permissions_noun_pron_deontic_verb,that might result
14.201-9,Simplified contract format.,"For firm-fixed-price or fixed-price with economic price adjustment acquisitions of supplies and services, the contracting officer may use the simplified contract format in lieu of the uniform contract format (see 14.201-1).",permissions_noun_pron_deontic_verb,officer may use
14.202-5,Descriptive literature.,(1) The invitation must clearly state— (i),obligations_noun_pron_deontic_adv_verb,invitation must clearly state
14.202-5,Descriptive literature.,(1) The contracting officer may waive the requirement for descriptive literature if— (i),permissions_noun_pron_deontic_verb,officer may waive
14.202-5,Descriptive literature.,"(3) If the solicitation provides for a waiver, a bidder may submit a bid on the basis of either the descriptive literature furnished with the bid or a previously furnished product.",permissions_noun_pron_deontic_verb,bidder may submit
14.202-6,Final review of invitations for bids.,Each invitation for bids shall be thoroughly reviewed before issuance to detect and correct discrepancies or ambiguities that could limit competition or result in the receipt of nonresponsive bids.,permissions_noun_pron_deontic_verb,that could limit
14.202-7,Facsimile bids.,"(a) Unless prohibited or otherwise restricted by agency procedures, contracting officers may authorize facsimile bids (see 14.201-6(v)).",permissions_noun_pron_deontic_verb,officers may authorize
14.202-8,Electronic bids.,"In accordance with subpart 4.5, contracting officers may authorize use of electronic commerce for submission of bids.",permissions_noun_pron_deontic_verb,officers may authorize
14.202-8,Electronic bids.,"If electronic bids are authorized, the solicitation shall specify the electronic commerce method(s) that bidders may use.",permissions_noun_pron_deontic_verb,bidders may use
14.205,Presolicitation notices.,"In lieu of initially forwarding complete bid sets, the contracting officer may send presolicitation notices to concerns.",permissions_noun_pron_deontic_verb,officer may send
14.211,Release of acquisition information.,Such personnel shall not furnish any information to a prospective bidder that alone or together with other information may afford an advantage over others.,permissions_noun_pron_deontic_verb,information may afford
14.304,"Submission, modification, and withdrawal of bids.","They may use any transmission method authorized by the IFB ( i.e., regular mail, electronic commerce, or facsimile).",permissions_noun_pron_deontic_verb,They may use
